Date,Time,City,Latitude,Longitude,Weather,Road_Type,Light_Condition,Vehicle_Type,Speed_Limit,Vehicles_Involved,Accident_Severity,Accident_Cause,Alcohol_Involved,Overspeeding_Severity,Drunk_Driving_Severity
2024-01-01,09:33,Thiruvananthapuram,8.556221793826449,76.9742474998097,Foggy,Highway,Low Light,Bike,60,3,Low,Road Condition,Yes,Low,High
2023-05-20,03:53,Thrissur,10.547329940056496,76.26375260763201,Clear,Rural Road,Daylight,Car,100,2,Low,Road Condition,Yes,Medium,Low
2023-07-18,07:50,Thiruvananthapuram,8.567648731179903,76.96550152792554,Foggy,Highway,Night,Truck,40,2,High,Road Condition,No,High,Medium
2023-09-14,23:11,Idukki,9.820162577852509,76.93637898354525,Clear,Highway,Low Light,Truck,100,3,Medium,Drunk Driving,No,Low,High
2023-09-22,14:37,Kottayam,9.596213263251725,76.50586008351507,Clear,City Road,Daylight,Truck,100,1,High,Distracted Driving,No,High,Medium
2023-12-30,15:36,Kannur,11.893166435794324,75.39361055446685,Clear,City Road,Night,Bike,80,1,Low,Drunk Driving,Yes,High,Low
2023-03-08,06:38,Kozhikode,11.290312022121904,75.7754898556241,Clear,Rural Road,Low Light,Car,80,1,Medium,Distracted Driving,No,Medium,Low
2024-03-07,06:39,Kannur,11.836919302447534,75.38948014507619,Clear,Highway,Low Light,Bike,80,4,Medium,Overspeeding,No,Medium,Medium
2023-07-16,02:31,Kottayam,9.584564711812618,76.49701031729093,Clear,Highway,Low Light,Bus,60,4,Medium,Overspeeding,No,High,Low
2024-10-29,03:12,Ernakulam,10.002099431710764,76.33693723051897,Rainy,Rural Road,Daylight,Car,40,4,Medium,Overspeeding,Yes,Low,High
2023-07-21,07:20,Ernakulam,9.974721908565943,76.32084050369475,Foggy,Rural Road,Night,Bus,60,1,Low,Road Condition,Yes,Medium,Medium
2024-04-12,03:50,Kannur,11.827169608416122,75.3528390860449,Foggy,Rural Road,Daylight,Bus,80,2,High,Drunk Driving,Yes,Low,Medium
2024-04-18,19:43,Palakkad,10.766964890220155,76.62518268150976,Foggy,Highway,Low Light,Bus,80,4,High,Bad Weather,No,Low,High
2024-11-15,16:43,Alappuzha,9.509146230282173,76.3494951741309,Foggy,City Road,Low Light,Car,80,3,Medium,Bad Weather,Yes,Medium,Low
2024-04-03,23:04,Kannur,11.83276002055334,75.38326072728846,Foggy,Rural Road,Night,Car,60,3,Medium,Drunk Driving,No,High,Low
2023-06-07,12:07,Kollam,8.84833857196079,76.60561926080084,Clear,Rural Road,Daylight,Truck,50,3,Medium,Drunk Driving,No,High,High
2023-06-27,12:24,Kollam,8.872925750655112,76.62067315278055,Clear,Highway,Night,Bike,100,1,Medium,Bad Weather,No,Low,Medium
2023-08-09,06:10,Kannur,11.826696418941538,75.3748287435016,Rainy,Rural Road,Daylight,Car,50,4,Low,Road Condition,No,Medium,Low
2023-01-13,04:31,Pathanamthitta,9.244601099006035,76.78944062732262,Cloudy,Highway,Low Light,Car,80,3,High,Distracted Driving,No,Medium,Low
2024-09-01,06:41,Alappuzha,9.486487653934162,76.31758997365225,Cloudy,Highway,Night,Bus,60,2,Low,Distracted Driving,Yes,Medium,Medium
2024-06-15,02:32,Palakkad,10.800248700639955,76.66349011648596,Clear,City Road,Daylight,Bike,100,4,Medium,Overspeeding,No,High,Medium
2024-03-26,23:55,Idukki,9.863192522662388,76.95880761890646,Foggy,City Road,Daylight,Car,100,2,Medium,Distracted Driving,Yes,Low,Low
2024-06-23,14:32,Alappuzha,9.463113577499238,76.33312795914384,Rainy,Rural Road,Night,Truck,50,3,High,Overspeeding,Yes,Low,High
2023-01-15,07:46,Kasaragod,12.461304105303231,75.036631424033,Cloudy,Rural Road,Night,Bus,60,2,High,Bad Weather,Yes,Medium,Medium
2024-02-10,10:50,Thiruvananthapuram,8.487759725310854,76.89142912332511,Rainy,City Road,Daylight,Truck,50,3,Medium,Bad Weather,Yes,High,High
2023-11-18,09:32,Pathanamthitta,9.268922247793578,76.78444117516284,Clear,City Road,Night,Car,60,3,Medium,Bad Weather,No,High,Low
2024-08-04,20:14,Kasaragod,12.466069421756165,75.03081746475866,Rainy,Rural Road,Night,Truck,80,3,Medium,Drunk Driving,Yes,High,Low
2023-07-09,00:18,Kasaragod,12.473609733586892,75.00138844102518,Rainy,City Road,Daylight,Bike,50,4,Medium,Bad Weather,No,High,High
2024-02-16,02:24,Pathanamthitta,9.231550926486058,76.74718690573944,Cloudy,Highway,Night,Car,80,1,High,Bad Weather,Yes,High,Medium
2023-03-20,16:40,Kozhikode,11.223835825339064,75.76558112294948,Foggy,Rural Road,Daylight,Bike,40,4,High,Drunk Driving,Yes,High,Medium
2023-02-14,18:44,Ernakulam,9.93817396494177,76.2740650912389,Clear,Rural Road,Night,Bus,60,1,Medium,Overspeeding,Yes,Medium,Medium
2023-03-20,15:46,Wayanad,11.677274425566617,76.11918756574606,Cloudy,City Road,Low Light,Truck,40,3,Low,Road Condition,Yes,Low,High
2024-09-05,15:29,Malappuram,11.029846812606669,76.07856923288522,Cloudy,Rural Road,Low Light,Car,100,4,Low,Distracted Driving,Yes,High,Medium
2024-04-07,17:47,Thrissur,10.511829809932404,76.24876368731285,Clear,Highway,Daylight,Bike,60,1,High,Bad Weather,No,High,Low
2023-03-31,17:38,Kollam,8.903928007654546,76.65865693997883,Clear,City Road,Daylight,Car,80,2,Low,Road Condition,Yes,High,Low
2023-07-28,03:31,Kollam,8.875091872189728,76.58712781172619,Rainy,Rural Road,Daylight,Car,60,4,Low,Drunk Driving,Yes,High,Medium
2023-03-24,14:17,Ernakulam,9.962787926211375,76.34909749669865,Clear,City Road,Night,Bus,80,1,Low,Bad Weather,No,High,Low
2024-05-18,08:04,Kozhikode,11.229650140271852,75.77027426759506,Clear,Rural Road,Daylight,Bike,60,3,Medium,Road Condition,No,Medium,Medium
2024-07-21,00:40,Thrissur,10.546124820962694,76.18549910073082,Rainy,Highway,Night,Car,100,1,Low,Drunk Driving,No,Low,Low
2024-10-15,19:48,Pathanamthitta,9.261049161918928,76.78403504532663,Cloudy,Highway,Low Light,Truck,100,3,Medium,Drunk Driving,Yes,Low,Low
2023-01-23,06:39,Wayanad,11.648973004951936,76.1448087795848,Rainy,Rural Road,Low Light,Car,100,4,High,Bad Weather,Yes,Low,Medium
2024-03-09,18:50,Kollam,8.94025810424826,76.65822649056972,Cloudy,Rural Road,Night,Car,40,2,Medium,Road Condition,No,High,High
2023-07-11,18:39,Palakkad,10.832967101644579,76.62761014819091,Rainy,Rural Road,Night,Car,80,4,Low,Bad Weather,Yes,Low,High
2023-05-28,17:19,Malappuram,11.042976324113747,76.05241937764066,Cloudy,Highway,Night,Truck,100,2,Medium,Distracted Driving,No,High,High
2024-03-22,04:02,Kottayam,9.561053484582839,76.53009622706688,Clear,Highway,Night,Bus,50,3,Medium,Drunk Driving,Yes,Low,Low
2024-04-29,16:49,Kollam,8.86317811351418,76.64208956126691,Rainy,City Road,Daylight,Truck,80,4,High,Distracted Driving,No,Low,High
2024-09-06,10:36,Ernakulam,10.025687805066802,76.34713777243695,Clear,City Road,Night,Truck,50,3,Low,Road Condition,No,High,High
2024-06-29,20:10,Alappuzha,9.53065272574045,76.35410152345634,Clear,Rural Road,Daylight,Bus,80,1,Low,Distracted Driving,Yes,Medium,Low
2024-07-08,16:29,Thiruvananthapuram,8.478126821285064,76.89173596706793,Clear,Rural Road,Low Light,Truck,50,4,High,Overspeeding,Yes,Medium,High
2023-01-15,20:39,Thiruvananthapuram,8.557526531163834,76.97731474016972,Foggy,City Road,Daylight,Car,60,1,Medium,Distracted Driving,Yes,Medium,High
2023-04-13,17:25,Thiruvananthapuram,8.543838220672127,76.98271039577622,Rainy,Rural Road,Low Light,Bus,80,3,High,Drunk Driving,Yes,Medium,Medium
2023-05-15,14:38,Kottayam,9.572374393638867,76.57181595421724,Clear,Highway,Low Light,Truck,40,2,Low,Distracted Driving,Yes,Medium,Medium
2023-08-03,07:44,Thiruvananthapuram,8.48617758089247,76.92858422769126,Clear,Rural Road,Low Light,Bus,60,2,Low,Overspeeding,No,Low,High
2023-09-18,09:26,Kasaragod,12.512469125966955,74.98955279768059,Clear,City Road,Daylight,Bike,80,2,Medium,Overspeeding,No,Low,Medium
2024-11-27,03:24,Kasaragod,12.495487343659525,74.98388068312215,Rainy,Rural Road,Daylight,Bus,60,4,Low,Road Condition,Yes,High,High
2024-02-28,19:55,Kollam,8.884100609009524,76.59607363925092,Rainy,Rural Road,Night,Truck,60,4,High,Distracted Driving,No,Low,Medium
2023-06-12,09:06,Kasaragod,12.465420710835419,74.94437346225091,Clear,Highway,Night,Bike,60,1,Medium,Road Condition,Yes,High,High
2023-04-26,14:18,Kasaragod,12.462100931595558,74.99651601100273,Rainy,City Road,Night,Bus,80,2,High,Overspeeding,No,Medium,Low
2023-03-28,11:02,Thrissur,10.553491266870223,76.20977063998347,Clear,Highway,Night,Bike,100,4,High,Road Condition,Yes,High,Low
2024-11-10,02:38,Thiruvananthapuram,8.524202340609637,76.94585124375739,Rainy,Highway,Daylight,Truck,60,1,High,Road Condition,Yes,High,Low
2023-09-15,20:29,Wayanad,11.658329239084567,76.10016107142815,Clear,City Road,Low Light,Car,100,4,Medium,Drunk Driving,No,Low,Low
2024-08-09,15:50,Kottayam,9.546592619072431,76.51943468134056,Rainy,Highway,Daylight,Bike,100,1,Medium,Drunk Driving,Yes,Medium,Low
2023-09-02,10:07,Ernakulam,9.994605855223325,76.2545020301305,Foggy,City Road,Low Light,Car,50,3,High,Drunk Driving,Yes,High,Medium
2024-05-05,07:22,Alappuzha,9.516596623897994,76.37938863638725,Clear,City Road,Low Light,Truck,50,4,Low,Drunk Driving,No,Medium,Medium
2023-07-16,15:03,Malappuram,11.042573105996452,76.10886788196932,Clear,Rural Road,Daylight,Bike,40,1,Low,Road Condition,No,Low,Low
2023-02-22,15:51,Kasaragod,12.472907937342445,74.94616046259122,Rainy,Rural Road,Low Light,Truck,80,2,Medium,Road Condition,No,Low,High
2023-10-19,07:35,Thiruvananthapuram,8.517140361977324,76.90841754876216,Clear,Rural Road,Night,Car,60,2,Medium,Bad Weather,No,Low,Medium
2024-05-20,04:59,Idukki,9.805796011920325,76.92389790646035,Foggy,Highway,Daylight,Bike,100,3,High,Distracted Driving,Yes,High,Medium
2023-11-10,07:03,Kottayam,9.554050929858459,76.4837626191638,Foggy,Highway,Night,Bike,40,3,Medium,Distracted Driving,Yes,Medium,High
2023-01-08,06:51,Kottayam,9.548734955351668,76.53072493901641,Clear,City Road,Low Light,Bus,60,3,High,Distracted Driving,No,Low,Medium
2023-04-07,13:01,Wayanad,11.653506375174645,76.10276612346435,Rainy,Highway,Low Light,Car,50,1,Low,Bad Weather,Yes,High,High
2023-06-05,14:52,Idukki,9.865470281632117,76.98318015068118,Foggy,Rural Road,Daylight,Car,100,3,High,Bad Weather,Yes,High,Low
2024-06-06,09:27,Kollam,8.871604795037511,76.63921852908679,Rainy,Rural Road,Low Light,Bus,100,4,Low,Road Condition,No,High,High
2024-09-20,12:31,Pathanamthitta,9.288705296253521,76.78441500090088,Cloudy,City Road,Daylight,Bus,50,2,Low,Drunk Driving,Yes,Medium,Medium
2024-08-16,05:18,Kasaragod,12.536522427750507,74.9971599057991,Rainy,City Road,Night,Car,60,2,Medium,Overspeeding,No,Medium,Low
2023-08-15,06:33,Thiruvananthapuram,8.506348621269701,76.9246197166495,Cloudy,Highway,Low Light,Truck,100,1,High,Overspeeding,No,High,Medium
2023-03-18,10:19,Wayanad,11.669802869493386,76.16821259958493,Rainy,City Road,Daylight,Car,80,3,High,Bad Weather,Yes,Low,High
2023-02-11,07:22,Kozhikode,11.219045745637128,75.80961657427125,Rainy,Highway,Night,Bus,100,3,Medium,Road Condition,No,High,High
2023-10-27,01:01,Idukki,9.849088436454695,76.95352861385999,Foggy,Rural Road,Daylight,Truck,60,4,Low,Drunk Driving,Yes,High,Low
2023-12-23,07:24,Wayanad,11.65756813275766,76.17540091411688,Rainy,Highway,Night,Truck,60,2,High,Road Condition,Yes,Medium,Low
2024-11-25,10:37,Alappuzha,9.507344194317675,76.32173071369506,Cloudy,Highway,Low Light,Car,80,3,High,Road Condition,No,High,Medium
2023-08-17,11:28,Idukki,9.839734514517534,76.96475506962759,Cloudy,Rural Road,Daylight,Bike,40,3,Low,Overspeeding,No,High,Low
2023-04-23,08:17,Kasaragod,12.459395585375912,74.96445163992644,Cloudy,Rural Road,Daylight,Bus,80,3,Low,Road Condition,Yes,Low,Medium
2024-08-23,10:44,Pathanamthitta,9.267552730000322,76.80596532904073,Rainy,Rural Road,Low Light,Bike,40,3,Medium,Distracted Driving,No,Low,High
2023-06-29,04:34,Kannur,11.92350746878522,75.38512378945252,Cloudy,Rural Road,Night,Truck,50,1,Medium,Bad Weather,Yes,Low,High
2023-09-17,01:25,Palakkad,10.793767141237103,76.62760655113982,Rainy,City Road,Night,Car,60,2,Low,Road Condition,Yes,Low,Low
2023-04-14,11:37,Thiruvananthapuram,8.50560394961722,76.89288209199626,Rainy,Highway,Night,Truck,50,1,High,Distracted Driving,No,Medium,High
2023-10-05,04:15,Kollam,8.87126828889881,76.64672741930634,Cloudy,Rural Road,Night,Bike,80,3,High,Bad Weather,No,Medium,Medium
2024-04-11,10:31,Wayanad,11.645461961403845,76.15726287420183,Clear,City Road,Low Light,Bike,80,3,Medium,Overspeeding,Yes,High,Low
2024-01-22,20:45,Alappuzha,9.531356622839834,76.29771589865311,Rainy,City Road,Daylight,Car,80,2,High,Bad Weather,Yes,Medium,Medium
2024-07-22,17:30,Kollam,8.919916603022699,76.65632895800485,Cloudy,Highway,Low Light,Car,50,3,Low,Bad Weather,Yes,Medium,Low
2023-10-19,13:06,Alappuzha,9.529487176375193,76.2890968745778,Foggy,City Road,Low Light,Bike,60,1,Low,Overspeeding,Yes,High,Medium
2023-06-01,11:02,Kottayam,9.638124590025688,76.49723957646155,Rainy,Highway,Low Light,Bus,80,3,High,Bad Weather,No,High,Low
2024-04-14,11:35,Wayanad,11.656584372032896,76.08359882013413,Foggy,Highway,Daylight,Bus,80,3,High,Drunk Driving,Yes,High,Medium
2023-06-15,09:05,Kannur,11.885773287204653,75.3962205396454,Cloudy,Highway,Daylight,Car,80,1,Medium,Road Condition,Yes,Medium,Low
2024-10-02,07:29,Kasaragod,12.476917474904301,75.00525878091335,Rainy,Highway,Daylight,Truck,100,2,High,Distracted Driving,Yes,Low,Medium
2024-02-18,04:41,Alappuzha,9.472563491880907,76.29862030402991,Rainy,Highway,Night,Bus,100,1,High,Drunk Driving,No,High,High
2023-03-28,17:21,Thiruvananthapuram,8.525557728772093,76.89202890290105,Foggy,Highway,Low Light,Car,40,2,Low,Overspeeding,Yes,High,High
2023-06-14,04:43,Palakkad,10.826733763223796,76.70258666236879,Cloudy,City Road,Night,Truck,80,4,Low,Drunk Driving,No,High,Medium
2023-11-17,02:24,Kozhikode,11.233110462361525,75.76112917547772,Cloudy,City Road,Night,Bus,100,2,Low,Bad Weather,Yes,Medium,Low
2024-05-14,01:44,Palakkad,10.760513581086485,76.70271117707475,Rainy,City Road,Daylight,Bike,50,4,Low,Drunk Driving,No,High,Low
2023-12-31,13:28,Idukki,9.832445046269841,77.0045920488088,Foggy,Rural Road,Night,Bus,40,4,Low,Distracted Driving,No,Low,Low
2024-02-16,11:49,Kollam,8.884953428076049,76.61716847095727,Cloudy,Rural Road,Daylight,Bus,100,3,High,Drunk Driving,Yes,High,Medium
2024-08-08,14:54,Kannur,11.863933884055307,75.40772412382904,Clear,Highway,Night,Bus,50,1,Medium,Bad Weather,Yes,High,Medium
2023-02-06,14:41,Palakkad,10.7800665475012,76.65880875835393,Rainy,City Road,Night,Bike,60,2,Low,Distracted Driving,No,High,High
2023-04-12,03:16,Kannur,11.862801004486965,75.40888021448147,Foggy,Rural Road,Low Light,Truck,60,4,Low,Drunk Driving,Yes,High,High
2024-08-14,10:54,Ernakulam,10.030069421452064,76.3351547900589,Clear,City Road,Low Light,Bus,50,3,High,Distracted Driving,No,Low,Medium
2023-10-23,17:01,Kozhikode,11.255911375890872,75.82240123280093,Rainy,Highway,Low Light,Car,40,2,High,Overspeeding,No,Medium,High
2024-03-23,05:54,Malappuram,11.066698730345466,76.03382196685295,Cloudy,Highway,Night,Bike,40,2,High,Bad Weather,Yes,Medium,Low
2023-04-04,17:47,Wayanad,11.71855748310566,76.12861171821022,Foggy,Highway,Low Light,Bike,80,2,Low,Road Condition,No,Medium,Medium
2024-02-05,03:47,Kottayam,9.606164336106687,76.55529535637868,Clear,Rural Road,Night,Bike,40,2,Medium,Bad Weather,No,Low,Medium
2024-10-17,11:59,Kozhikode,11.215752278443372,75.79720786262335,Foggy,City Road,Night,Bike,80,4,Low,Overspeeding,Yes,High,High
2023-03-31,04:58,Kannur,11.849719936207034,75.3825982946531,Cloudy,Rural Road,Night,Truck,50,3,Low,Drunk Driving,Yes,Low,Low
2023-10-13,05:51,Kottayam,9.54752449835396,76.56390743866059,Rainy,Rural Road,Daylight,Truck,50,1,Low,Bad Weather,Yes,High,Medium
2024-03-12,02:05,Kannur,11.91091004728932,75.35886928860909,Rainy,Rural Road,Daylight,Car,60,4,Medium,Bad Weather,Yes,Low,High
2023-06-15,08:48,Kozhikode,11.303511057407576,75.79262785963944,Rainy,Highway,Low Light,Truck,80,2,High,Drunk Driving,No,Medium,High
2024-02-05,09:36,Thrissur,10.545501939004334,76.2094168404169,Cloudy,City Road,Night,Bus,50,1,Low,Road Condition,Yes,Medium,Low
2023-09-30,14:08,Wayanad,11.69456143100948,76.09536755700174,Rainy,City Road,Low Light,Bike,50,1,Low,Drunk Driving,Yes,High,Medium
2024-11-22,01:21,Ernakulam,10.005213976695511,76.32146409327422,Foggy,Rural Road,Low Light,Bike,40,1,High,Drunk Driving,No,High,High
2023-10-19,10:18,Kozhikode,11.21024971280422,75.74811634461203,Foggy,Rural Road,Daylight,Bike,40,1,Medium,Bad Weather,No,Low,High
2023-03-30,04:07,Kasaragod,12.49004395855712,75.03444145826589,Foggy,Highway,Night,Bike,40,1,Medium,Overspeeding,Yes,Low,Low
2023-09-20,14:30,Kozhikode,11.297789317244991,75.81817482133172,Cloudy,Rural Road,Daylight,Bus,100,4,Low,Overspeeding,Yes,Medium,Low
2024-03-10,12:23,Kasaragod,12.528038541788437,75.03285041626495,Foggy,City Road,Low Light,Truck,60,1,Medium,Drunk Driving,Yes,Low,Low
2024-05-13,05:10,Idukki,9.802986745767885,76.93748932368437,Clear,City Road,Daylight,Car,50,4,Medium,Bad Weather,No,Low,High
2024-11-09,03:50,Kottayam,9.629995523707207,76.51769734928759,Foggy,City Road,Night,Bus,100,2,High,Bad Weather,Yes,Medium,Low
2024-06-18,03:02,Kollam,8.851388794094582,76.60085248309997,Foggy,City Road,Night,Car,60,2,Low,Drunk Driving,Yes,High,High
2023-10-29,04:27,Kannur,11.915280904984826,75.35194179415664,Cloudy,Highway,Daylight,Car,60,4,Medium,Bad Weather,No,High,Medium
2023-08-08,03:34,Thrissur,10.573835662786935,76.20763909160692,Rainy,Rural Road,Low Light,Car,60,3,High,Bad Weather,Yes,Medium,High
2024-01-17,07:58,Idukki,9.894539813242876,76.95172624025295,Clear,Rural Road,Night,Truck,40,1,High,Distracted Driving,Yes,Low,High
2023-03-17,09:38,Palakkad,10.801929381662346,76.62376457807592,Clear,Rural Road,Low Light,Bus,80,4,High,Overspeeding,Yes,High,Medium
2024-09-15,11:02,Kannur,11.87439540842573,75.39845801352561,Foggy,City Road,Low Light,Bus,100,1,Medium,Distracted Driving,Yes,Low,Low
2023-08-13,23:14,Palakkad,10.787216451825728,76.64436271843994,Clear,Rural Road,Night,Truck,100,3,High,Road Condition,Yes,Medium,Low
2024-09-15,21:31,Kozhikode,11.243570636723708,75.80995620593777,Cloudy,Highway,Low Light,Bus,100,1,Medium,Drunk Driving,Yes,High,Medium
2023-12-23,03:40,Kollam,8.853735382562947,76.57957002938444,Foggy,Rural Road,Night,Bus,80,2,Low,Overspeeding,Yes,Medium,Medium
2024-07-28,03:40,Kollam,8.915549071401491,76.63048930280985,Foggy,City Road,Daylight,Bus,40,4,Low,Drunk Driving,No,Medium,Low
2024-02-02,21:31,Thiruvananthapuram,8.533741671941888,76.925031791185,Cloudy,Rural Road,Low Light,Car,100,2,Medium,Distracted Driving,No,High,Low
2023-12-07,17:48,Idukki,9.824978980914727,76.95204857908836,Clear,City Road,Low Light,Car,50,2,Low,Road Condition,No,High,Medium
2023-01-14,14:08,Ernakulam,10.019179024200165,76.33628464780445,Rainy,Highway,Daylight,Car,50,4,Low,Overspeeding,Yes,Low,Low
2023-02-08,08:35,Kollam,8.89525461983513,76.60257587824002,Rainy,Rural Road,Daylight,Truck,50,1,Low,Road Condition,No,Low,High
2023-12-07,05:22,Kozhikode,11.213282606724253,75.78714803276081,Rainy,Highway,Low Light,Bus,60,4,Low,Bad Weather,Yes,Low,High
2023-08-15,10:23,Kannur,11.920112946760575,75.32482368392482,Cloudy,Highway,Low Light,Bus,80,1,High,Distracted Driving,Yes,Medium,High
2023-09-10,06:05,Thiruvananthapuram,8.500024737872373,76.95130933383679,Rainy,City Road,Daylight,Bike,80,3,High,Bad Weather,No,Medium,Medium
2023-06-16,01:38,Kollam,8.875005959710073,76.64410920681111,Rainy,Rural Road,Low Light,Bike,80,2,High,Road Condition,Yes,Low,Medium
2024-09-08,08:21,Kasaragod,12.490908069789263,75.0133709071481,Foggy,Rural Road,Night,Car,100,4,High,Drunk Driving,Yes,High,High
2024-01-25,21:12,Pathanamthitta,9.225079677991841,76.76941416369262,Cloudy,Rural Road,Low Light,Car,80,3,Medium,Drunk Driving,No,High,Medium
2023-06-28,05:42,Malappuram,11.007364195572602,76.07248607915483,Foggy,Highway,Daylight,Car,80,2,Medium,Distracted Driving,Yes,High,Low
2024-08-24,19:54,Kollam,8.850302160779997,76.63153343839356,Rainy,Rural Road,Night,Truck,60,1,Medium,Distracted Driving,Yes,Low,Low
2024-08-09,23:09,Kottayam,9.607722554649756,76.56716135599028,Rainy,Highway,Low Light,Bus,80,1,Medium,Overspeeding,Yes,Medium,High
2024-09-19,13:42,Palakkad,10.757935605451152,76.64467291048777,Rainy,Rural Road,Daylight,Truck,100,4,High,Drunk Driving,Yes,High,Medium
2024-05-14,01:31,Palakkad,10.755306269654342,76.6963366432642,Foggy,City Road,Daylight,Car,100,4,High,Drunk Driving,No,Low,Low
2024-09-06,00:46,Idukki,9.829598079702468,77.01518484585766,Foggy,City Road,Low Light,Car,40,4,Low,Bad Weather,No,Medium,High
2024-06-28,00:04,Idukki,9.875110460895396,76.99972186202966,Clear,Highway,Night,Bike,40,1,High,Overspeeding,Yes,Low,Low
2023-08-24,05:10,Ernakulam,10.010177568933255,76.26177820171365,Foggy,Highway,Daylight,Truck,80,4,Low,Overspeeding,No,Low,Medium
2024-07-27,09:05,Kottayam,9.583759762455816,76.53165736478539,Clear,Highway,Low Light,Bus,50,3,Low,Bad Weather,Yes,High,High
2024-11-22,23:02,Pathanamthitta,9.228752626287065,76.75176696830844,Foggy,Highway,Night,Car,40,4,High,Overspeeding,Yes,Low,Medium
2023-10-11,21:42,Wayanad,11.691112945953142,76.13337146695271,Cloudy,City Road,Night,Bus,60,1,Low,Road Condition,Yes,Low,High
2024-09-02,08:19,Kozhikode,11.304587051733158,75.82659569976705,Rainy,City Road,Night,Bike,100,4,High,Drunk Driving,No,Low,Medium
2023-08-10,13:23,Wayanad,11.640201365420205,76.13515839542494,Cloudy,City Road,Night,Bike,100,2,Medium,Overspeeding,No,High,Low
2023-03-03,19:38,Idukki,9.81515423561232,76.96123551892288,Clear,Rural Road,Daylight,Bike,40,1,High,Road Condition,No,High,High
2024-03-08,21:28,Palakkad,10.825196376787893,76.60721298833404,Clear,Highway,Daylight,Bike,80,3,High,Drunk Driving,No,High,Low
2023-09-29,19:51,Kottayam,9.596277233277181,76.52535914835211,Rainy,City Road,Low Light,Car,50,3,Medium,Drunk Driving,Yes,Medium,Medium
2024-07-12,17:39,Pathanamthitta,9.282410456941845,76.82051476950532,Foggy,City Road,Night,Bike,80,4,High,Drunk Driving,Yes,Medium,High
2024-11-17,22:44,Thiruvananthapuram,8.544461490218113,76.90084258199843,Rainy,Highway,Night,Bus,100,3,Low,Drunk Driving,Yes,Low,High
2023-01-06,03:56,Alappuzha,9.510830904609763,76.35746841182932,Cloudy,City Road,Low Light,Bus,40,4,High,Drunk Driving,Yes,Low,High
2024-11-15,01:38,Kollam,8.93069643781397,76.5714949640063,Clear,Highway,Night,Bike,100,2,Low,Road Condition,Yes,Medium,Low
2024-01-31,20:59,Palakkad,10.801724312077521,76.6782074752242,Rainy,City Road,Low Light,Truck,80,2,High,Overspeeding,No,Medium,Medium
2023-09-20,19:41,Malappuram,11.090209691632877,76.08926828504929,Cloudy,Highway,Daylight,Bike,80,1,Medium,Road Condition,No,Low,Medium
2023-02-10,19:24,Thrissur,10.487247621189002,76.26051953698179,Rainy,Highway,Daylight,Bike,60,1,Low,Drunk Driving,Yes,Low,Low
2023-03-27,11:32,Alappuzha,9.4813714349073,76.37956832062582,Rainy,City Road,Night,Bus,100,2,Medium,Bad Weather,Yes,High,Low
2023-05-29,04:07,Ernakulam,10.006727222791895,76.26654497699046,Clear,Highway,Daylight,Car,80,3,Low,Distracted Driving,No,High,Low
2023-02-16,23:31,Wayanad,11.686421751128083,76.1546897076637,Clear,City Road,Daylight,Car,40,1,Medium,Drunk Driving,Yes,Low,Low
2024-08-21,01:39,Kannur,11.914119638810638,75.3215348535362,Foggy,Rural Road,Low Light,Car,80,3,Medium,Road Condition,No,Low,Low
2023-10-17,00:20,Kottayam,9.639684595347,76.47313607004729,Foggy,Highway,Daylight,Bus,50,4,Medium,Overspeeding,Yes,Low,Medium
2023-01-08,07:25,Alappuzha,9.498277003579691,76.34854984409918,Foggy,City Road,Low Light,Car,60,2,Low,Bad Weather,No,Medium,Medium
2023-11-18,00:48,Kottayam,9.629217259231877,76.51832415796405,Rainy,Highway,Daylight,Bus,100,3,Low,Drunk Driving,No,Medium,Low
2023-02-19,16:11,Kannur,11.912283900737297,75.35858744708227,Cloudy,Highway,Low Light,Bike,40,4,Medium,Distracted Driving,No,High,High
2024-11-06,14:44,Kollam,8.922246613470746,76.65573248986004,Rainy,Rural Road,Night,Car,60,3,High,Bad Weather,No,Low,Medium
2023-06-11,02:42,Idukki,9.897769791082503,76.95944462874868,Cloudy,Rural Road,Night,Bike,40,1,Low,Road Condition,Yes,High,Low
2023-06-27,02:45,Thrissur,10.52534315724284,76.20987554227172,Foggy,Highway,Low Light,Truck,50,1,High,Road Condition,Yes,Low,Medium
2024-10-07,06:55,Idukki,9.812701345067232,76.93025439337823,Clear,Rural Road,Night,Car,100,4,Medium,Overspeeding,Yes,High,Medium
2024-02-07,15:38,Palakkad,10.751393118148522,76.62983808749172,Rainy,Rural Road,Night,Bus,40,1,High,Drunk Driving,Yes,Low,Medium
2024-08-14,04:49,Palakkad,10.75053729303061,76.6111080278129,Foggy,Highway,Low Light,Car,50,3,Medium,Bad Weather,Yes,Low,High
2023-09-08,00:35,Kasaragod,12.541796431529624,74.95721589566335,Clear,Rural Road,Night,Bike,50,1,Low,Overspeeding,No,Low,Low
2024-09-08,08:52,Idukki,9.869410260380274,77.01763906646731,Clear,Rural Road,Night,Bike,100,3,Medium,Distracted Driving,Yes,Low,Medium
2023-01-17,12:34,Thiruvananthapuram,8.526619015378465,76.91781072821294,Foggy,Rural Road,Daylight,Truck,60,3,Low,Road Condition,Yes,High,High
2023-11-16,08:51,Kasaragod,12.532746818603858,75.03012109122245,Foggy,Highway,Night,Truck,50,2,Low,Drunk Driving,Yes,Medium,High
